Torch: 2.8.0+cu128 | CUDA: 12.8 | GPU? True | Name: Tesla V100-PCIE-32GB
bitsandbytes import error: No module named 'bitsandbytes.cuda_setup'
Testing NECOUDBFM/Jellyfish-8B on wdc_20cc...
Running zero-shot for: wdc_20cc/wdc_automotive_test.txt
[wdc_home_and_garden_test.txt 107/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 108/269] last answer: 'No'
[wdc_home_and_garden_test.txt 109/269] last answer: 'No'
[wdc_home_and_garden_test.txt 110/269] last answer: 'No'
[wdc_home_and_garden_test.txt 111/269] last answer: 'No'
[wdc_home_and_garden_test.txt 112/269] last answer: 'No'
[wdc_home_and_garden_test.txt 113/269] last answer: 'No'
[wdc_home_and_garden_test.txt 114/269] last answer: 'No'
[wdc_home_and_garden_test.txt 115/269] last answer: 'No'
[wdc_home_and_garden_test.txt 116/269] last answer: 'No'
[wdc_home_and_garden_test.txt 117/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 118/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 119/269] last answer: 'No'
[wdc_home_and_garden_test.txt 120/269] last answer: 'No'
[wdc_home_and_garden_test.txt 121/269] last answer: 'No'
[wdc_home_and_garden_test.txt 122/269] last answer: 'No'
[wdc_home_and_garden_test.txt 123/269] last answer: 'No'
[wdc_home_and_garden_test.txt 124/269] last answer: 'No'
[wdc_home_and_garden_test.txt 125/269] last answer: 'No'
[wdc_home_and_garden_test.txt 126/269] last answer: 'No'
[wdc_home_and_garden_test.txt 127/269] last answer: 'No'
[wdc_home_and_garden_test.txt 128/269] last answer: 'No'
[wdc_home_and_garden_test.txt 129/269] last answer: 'No'
[wdc_home_and_garden_test.txt 130/269] last answer: 'No'
[wdc_home_and_garden_test.txt 131/269] last answer: 'No'
[wdc_home_and_garden_test.txt 132/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 133/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 134/269] last answer: 'No'
[wdc_home_and_garden_test.txt 135/269] last answer: 'No'
[wdc_home_and_garden_test.txt 136/269] last answer: 'No'
[wdc_home_and_garden_test.txt 137/269] last answer: 'No'
[wdc_home_and_garden_test.txt 138/269] last answer: 'No'
[wdc_home_and_garden_test.txt 139/269] last answer: 'No'
[wdc_home_and_garden_test.txt 140/269] last answer: 'No'
[wdc_home_and_garden_test.txt 141/269] last answer: 'No'
[wdc_home_and_garden_test.txt 142/269] last answer: 'No'
[wdc_home_and_garden_test.txt 143/269] last answer: 'No'
[wdc_home_and_garden_test.txt 144/269] last answer: 'No'
[wdc_home_and_garden_test.txt 145/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 146/269] last answer: 'No'
[wdc_home_and_garden_test.txt 147/269] last answer: 'No'
[wdc_home_and_garden_test.txt 148/269] last answer: 'No'
[wdc_home_and_garden_test.txt 149/269] last answer: 'No'
[wdc_home_and_garden_test.txt 150/269] last answer: 'No'
[wdc_home_and_garden_test.txt 151/269] last answer: 'No'
[wdc_home_and_garden_test.txt 152/269] last answer: 'No'
[wdc_home_and_garden_test.txt 153/269] last answer: 'No'
[wdc_home_and_garden_test.txt 154/269] last answer: 'No'
[wdc_home_and_garden_test.txt 155/269] last answer: 'No'
[wdc_home_and_garden_test.txt 156/269] last answer: 'No'
[wdc_home_and_garden_test.txt 157/269] last answer: 'No'
[wdc_home_and_garden_test.txt 158/269] last answer: 'No'
[wdc_home_and_garden_test.txt 159/269] last answer: 'No'
[wdc_home_and_garden_test.txt 160/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 161/269] last answer: 'No'
[wdc_home_and_garden_test.txt 162/269] last answer: 'No'
[wdc_home_and_garden_test.txt 163/269] last answer: 'No'
[wdc_home_and_garden_test.txt 164/269] last answer: 'No'
[wdc_home_and_garden_test.txt 165/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 166/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 167/269] last answer: 'No'
[wdc_home_and_garden_test.txt 168/269] last answer: 'No'
[wdc_home_and_garden_test.txt 169/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 170/269] last answer: 'No'
[wdc_home_and_garden_test.txt 171/269] last answer: 'No'
[wdc_home_and_garden_test.txt 172/269] last answer: 'No'
[wdc_home_and_garden_test.txt 173/269] last answer: 'No'
[wdc_home_and_garden_test.txt 174/269] last answer: 'No'
[wdc_home_and_garden_test.txt 175/269] last answer: 'No'
[wdc_home_and_garden_test.txt 176/269] last answer: 'No'
[wdc_home_and_garden_test.txt 177/269] last answer: 'No'
[wdc_home_and_garden_test.txt 178/269] last answer: 'No'
[wdc_home_and_garden_test.txt 179/269] last answer: 'No'
[wdc_home_and_garden_test.txt 180/269] last answer: 'No'
[wdc_home_and_garden_test.txt 181/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 182/269] last answer: 'No'
[wdc_home_and_garden_test.txt 183/269] last answer: 'No'
[wdc_home_and_garden_test.txt 184/269] last answer: 'No'
[wdc_home_and_garden_test.txt 185/269] last answer: 'No'
[wdc_home_and_garden_test.txt 186/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 187/269] last answer: 'No'
[wdc_home_and_garden_test.txt 188/269] last answer: 'No'
[wdc_home_and_garden_test.txt 189/269] last answer: 'No'
[wdc_home_and_garden_test.txt 190/269] last answer: 'No'
[wdc_home_and_garden_test.txt 191/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 192/269] last answer: 'No'
[wdc_home_and_garden_test.txt 193/269] last answer: 'No'
[wdc_home_and_garden_test.txt 194/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 195/269] last answer: 'No'
[wdc_home_and_garden_test.txt 196/269] last answer: 'No'
[wdc_home_and_garden_test.txt 197/269] last answer: 'No'
[wdc_home_and_garden_test.txt 198/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 199/269] last answer: 'No'
[wdc_home_and_garden_test.txt 200/269] last answer: 'No'
[wdc_home_and_garden_test.txt 201/269] last answer: 'No'
[wdc_home_and_garden_test.txt 202/269] last answer: 'No'
[wdc_home_and_garden_test.txt 203/269] last answer: 'No'
[wdc_home_and_garden_test.txt 204/269] last answer: 'No'
[wdc_home_and_garden_test.txt 205/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 206/269] last answer: 'No'
[wdc_home_and_garden_test.txt 207/269] last answer: 'No'
[wdc_home_and_garden_test.txt 208/269] last answer: 'No'
[wdc_home_and_garden_test.txt 209/269] last answer: 'No'
[wdc_home_and_garden_test.txt 210/269] last answer: 'No'
[wdc_home_and_garden_test.txt 211/269] last answer: 'No'
[wdc_home_and_garden_test.txt 212/269] last answer: 'No'
[wdc_home_and_garden_test.txt 213/269] last answer: 'No'
[wdc_home_and_garden_test.txt 214/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 215/269] last answer: 'No'
[wdc_home_and_garden_test.txt 216/269] last answer: 'No'
[wdc_home_and_garden_test.txt 217/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 218/269] last answer: 'No'
[wdc_home_and_garden_test.txt 219/269] last answer: 'No'
[wdc_home_and_garden_test.txt 220/269] last answer: 'No'
[wdc_home_and_garden_test.txt 221/269] last answer: 'No'
[wdc_home_and_garden_test.txt 222/269] last answer: 'No'
[wdc_home_and_garden_test.txt 223/269] last answer: 'No'
[wdc_home_and_garden_test.txt 224/269] last answer: 'No'
[wdc_home_and_garden_test.txt 225/269] last answer: 'No'
[wdc_home_and_garden_test.txt 226/269] last answer: 'No'
[wdc_home_and_garden_test.txt 227/269] last answer: 'No'
[wdc_home_and_garden_test.txt 228/269] last answer: 'No'
[wdc_home_and_garden_test.txt 229/269] last answer: 'No'
[wdc_home_and_garden_test.txt 230/269] last answer: 'No'
[wdc_home_and_garden_test.txt 231/269] last answer: 'No'
[wdc_home_and_garden_test.txt 232/269] last answer: 'No'
[wdc_home_and_garden_test.txt 233/269] last answer: 'No'
[wdc_home_and_garden_test.txt 234/269] last answer: 'No'
[wdc_home_and_garden_test.txt 235/269] last answer: 'No'
[wdc_home_and_garden_test.txt 236/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 237/269] last answer: 'No'
[wdc_home_and_garden_test.txt 238/269] last answer: 'No'
[wdc_home_and_garden_test.txt 239/269] last answer: 'No'
[wdc_home_and_garden_test.txt 240/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 241/269] last answer: 'No'
[wdc_home_and_garden_test.txt 242/269] last answer: 'No'
[wdc_home_and_garden_test.txt 243/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 244/269] last answer: 'No'
[wdc_home_and_garden_test.txt 245/269] last answer: 'No'
[wdc_home_and_garden_test.txt 246/269] last answer: 'No'
[wdc_home_and_garden_test.txt 247/269] last answer: 'No'
[wdc_home_and_garden_test.txt 248/269] last answer: 'No'
[wdc_home_and_garden_test.txt 249/269] last answer: 'No'
[wdc_home_and_garden_test.txt 250/269] last answer: 'No'
[wdc_home_and_garden_test.txt 251/269] last answer: 'No'
[wdc_home_and_garden_test.txt 252/269] last answer: 'No'
[wdc_home_and_garden_test.txt 253/269] last answer: 'No'
[wdc_home_and_garden_test.txt 254/269] last answer: 'No'
[wdc_home_and_garden_test.txt 255/269] last answer: 'No'
[wdc_home_and_garden_test.txt 256/269] last answer: 'No'
[wdc_home_and_garden_test.txt 257/269] last answer: 'No'
[wdc_home_and_garden_test.txt 258/269] last answer: 'No'
[wdc_home_and_garden_test.txt 259/269] last answer: 'No'
[wdc_home_and_garden_test.txt 260/269] last answer: 'No'
[wdc_home_and_garden_test.txt 261/269] last answer: 'No'
[wdc_home_and_garden_test.txt 262/269] last answer: 'No'
[wdc_home_and_garden_test.txt 263/269] last answer: 'No'
[wdc_home_and_garden_test.txt 264/269] last answer: 'Yes'
[wdc_home_and_garden_test.txt 265/269] last answer: 'No'
[wdc_home_and_garden_test.txt 266/269] last answer: 'No'
[wdc_home_and_garden_test.txt 267/269] last answer: 'No'
[wdc_home_and_garden_test.txt 268/269] last answer: 'No'
[wdc_home_and_garden_test.txt 269/269] last answer: 'Yes'

Domain: wdc_home_and_garden | Backend: hf | Model: NECOUDBFM/Jellyfish-8B | Pairs: 269 | F1+: 0.6265
Running zero-shot for: wdc_80cc/wdc_jewelry_test.txt
[wdc_jewelry_test.txt 1/340] last answer: 'No'
[wdc_jewelry_test.txt 2/340] last answer: 'No'
[wdc_jewelry_test.txt 3/340] last answer: 'No'
[wdc_jewelry_test.txt 4/340] last answer: 'No'
[wdc_jewelry_test.txt 5/340] last answer: 'No'
[wdc_jewelry_test.txt 6/340] last answer: 'No'
[wdc_jewelry_test.txt 7/340] last answer: 'No'
[wdc_jewelry_test.txt 8/340] last answer: 'Yes'
[wdc_jewelry_test.txt 9/340] last answer: 'No'
[wdc_jewelry_test.txt 10/340] last answer: 'No'
[wdc_jewelry_test.txt 11/340] last answer: 'No'
[wdc_jewelry_test.txt 12/340] last answer: 'No'
[wdc_jewelry_test.txt 13/340] last answer: 'No'
[wdc_jewelry_test.txt 14/340] last answer: 'Yes'
[wdc_jewelry_test.txt 15/340] last answer: 'No'
[wdc_jewelry_test.txt 16/340] last answer: 'Yes'
[wdc_jewelry_test.txt 17/340] last answer: 'No'
[wdc_jewelry_test.txt 18/340] last answer: 'No'
[wdc_jewelry_test.txt 19/340] last answer: 'No'
[wdc_jewelry_test.txt 20/340] last answer: 'No'
[wdc_jewelry_test.txt 21/340] last answer: 'No'
[wdc_jewelry_test.txt 22/340] last answer: 'No'
[wdc_jewelry_test.txt 23/340] last answer: 'No'
[wdc_jewelry_test.txt 24/340] last answer: 'No'
[wdc_jewelry_test.txt 25/340] last answer: 'No'
[wdc_jewelry_test.txt 26/340] last answer: 'No'
[wdc_jewelry_test.txt 27/340] last answer: 'No'
[wdc_jewelry_test.txt 28/340] last answer: 'No'
[wdc_jewelry_test.txt 29/340] last answer: 'No'
[wdc_jewelry_test.txt 30/340] last answer: 'No'
[wdc_jewelry_test.txt 31/340] last answer: 'Yes'
[wdc_jewelry_test.txt 32/340] last answer: 'No'
[wdc_jewelry_test.txt 33/340] last answer: 'No'
[wdc_jewelry_test.txt 34/340] last answer: 'Yes'
[wdc_jewelry_test.txt 35/340] last answer: 'Yes'
[wdc_jewelry_test.txt 36/340] last answer: 'No'
[wdc_jewelry_test.txt 37/340] last answer: 'No'
[wdc_jewelry_test.txt 38/340] last answer: 'No'
[wdc_jewelry_test.txt 39/340] last answer: 'No'
[wdc_jewelry_test.txt 40/340] last answer: 'No'
[wdc_jewelry_test.txt 41/340] last answer: 'No'
[wdc_jewelry_test.txt 42/340] last answer: 'Yes'
[wdc_jewelry_test.txt 43/340] last answer: 'No'
[wdc_jewelry_test.txt 44/340] last answer: 'No'
[wdc_jewelry_test.txt 45/340] last answer: 'No'
[wdc_jewelry_test.txt 46/340] last answer: 'No'
[wdc_jewelry_test.txt 47/340] last answer: 'No'
[wdc_jewelry_test.txt 48/340] last answer: 'No'
[wdc_jewelry_test.txt 49/340] last answer: 'No'
[wdc_jewelry_test.txt 50/340] last answer: 'No'
[wdc_jewelry_test.txt 51/340] last answer: 'Yes'
[wdc_jewelry_test.txt 52/340] last answer: 'No'
[wdc_jewelry_test.txt 53/340] last answer: 'No'
[wdc_jewelry_test.txt 54/340] last answer: 'No'
[wdc_jewelry_test.txt 55/340] last answer: 'No'
[wdc_jewelry_test.txt 56/340] last answer: 'No'
[wdc_jewelry_test.txt 57/340] last answer: 'No'
[wdc_jewelry_test.txt 58/340] last answer: 'No'
[wdc_jewelry_test.txt 59/340] last answer: 'No'
[wdc_jewelry_test.txt 60/340] last answer: 'No'
[wdc_jewelry_test.txt 61/340] last answer: 'No'
[wdc_jewelry_test.txt 62/340] last answer: 'No'
[wdc_jewelry_test.txt 63/340] last answer: 'No'
[wdc_jewelry_test.txt 64/340] last answer: 'No'
[wdc_jewelry_test.txt 65/340] last answer: 'No'
[wdc_jewelry_test.txt 66/340] last answer: 'Yes'
[wdc_jewelry_test.txt 67/340] last answer: 'No'
[wdc_jewelry_test.txt 68/340] last answer: 'No'
[wdc_jewelry_test.txt 69/340] last answer: 'No'
[wdc_jewelry_test.txt 70/340] last answer: 'No'
[wdc_jewelry_test.txt 71/340] last answer: 'No'
[wdc_jewelry_test.txt 72/340] last answer: 'No'
[wdc_jewelry_test.txt 73/340] last answer: 'No'
[wdc_jewelry_test.txt 74/340] last answer: 'No'
[wdc_jewelry_test.txt 75/340] last answer: 'No'
[wdc_jewelry_test.txt 76/340] last answer: 'No'
[wdc_jewelry_test.txt 77/340] last answer: 'No'
[wdc_jewelry_test.txt 78/340] last answer: 'Yes'
[wdc_jewelry_test.txt 79/340] last answer: 'Yes'
[wdc_jewelry_test.txt 80/340] last answer: 'No'
[wdc_jewelry_test.txt 81/340] last answer: 'No'
[wdc_jewelry_test.txt 82/340] last answer: 'No'
[wdc_jewelry_test.txt 83/340] last answer: 'No'
[wdc_jewelry_test.txt 84/340] last answer: 'No'
[wdc_jewelry_test.txt 85/340] last answer: 'No'
[wdc_jewelry_test.txt 86/340] last answer: 'No'
[wdc_jewelry_test.txt 87/340] last answer: 'No'
[wdc_jewelry_test.txt 88/340] last answer: 'No'
[wdc_jewelry_test.txt 89/340] last answer: 'No'
[wdc_jewelry_test.txt 90/340] last answer: 'No'
[wdc_jewelry_test.txt 91/340] last answer: 'Yes'
[wdc_jewelry_test.txt 92/340] last answer: 'No'
[wdc_jewelry_test.txt 93/340] last answer: 'No'
[wdc_jewelry_test.txt 94/340] last answer: 'No'
[wdc_jewelry_test.txt 95/340] last answer: 'No'
[wdc_jewelry_test.txt 96/340] last answer: 'No'
[wdc_jewelry_test.txt 97/340] last answer: 'No'
[wdc_jewelry_test.txt 98/340] last answer: 'Yes'
[wdc_jewelry_test.txt 99/340] last answer: 'No'
[wdc_jewelry_test.txt 100/340] last answer: 'No'
[wdc_jewelry_test.txt 101/340] last answer: 'No'
[wdc_jewelry_test.txt 102/340] last answer: 'No'
[wdc_jewelry_test.txt 103/340] last answer: 'No'
[wdc_jewelry_test.txt 104/340] last answer: 'No'
[wdc_jewelry_test.txt 105/340] last answer: 'No'
[wdc_jewelry_test.txt 106/340] last answer: 'No'
[wdc_jewelry_test.txt 107/340] last answer: 'No'
[wdc_jewelry_test.txt 108/340] last answer: 'No'
[wdc_jewelry_test.txt 109/340] last answer: 'No'
[wdc_jewelry_test.txt 110/340] last answer: 'No'
[wdc_jewelry_test.txt 111/340] last answer: 'No'
[wdc_jewelry_test.txt 112/340] last answer: 'No'
[wdc_jewelry_test.txt 113/340] last answer: 'No'
[wdc_jewelry_test.txt 114/340] last answer: 'No'
[wdc_jewelry_test.txt 115/340] last answer: 'No'
[wdc_jewelry_test.txt 116/340] last answer: 'No'
[wdc_jewelry_test.txt 117/340] last answer: 'No'
[wdc_jewelry_test.txt 118/340] last answer: 'No'
[wdc_jewelry_test.txt 119/340] last answer: 'No'
[wdc_jewelry_test.txt 120/340] last answer: 'No'
[wdc_jewelry_test.txt 121/340] last answer: 'No'
[wdc_jewelry_test.txt 122/340] last answer: 'No'
[wdc_jewelry_test.txt 123/340] last answer: 'No'
[wdc_jewelry_test.txt 124/340] last answer: 'No'
[wdc_jewelry_test.txt 125/340] last answer: 'No'
[wdc_jewelry_test.txt 126/340] last answer: 'No'
[wdc_jewelry_test.txt 127/340] last answer: 'No'
[wdc_jewelry_test.txt 128/340] last answer: 'No'
[wdc_jewelry_test.txt 129/340] last answer: 'No'
[wdc_jewelry_test.txt 130/340] last answer: 'No'
[wdc_jewelry_test.txt 131/340] last answer: 'No'
[wdc_jewelry_test.txt 132/340] last answer: 'No'
[wdc_jewelry_test.txt 133/340] last answer: 'No'
[wdc_jewelry_test.txt 134/340] last answer: 'No'
[wdc_jewelry_test.txt 135/340] last answer: 'No'
[wdc_jewelry_test.txt 136/340] last answer: 'No'
[wdc_jewelry_test.txt 137/340] last answer: 'No'
[wdc_jewelry_test.txt 138/340] last answer: 'No'
[wdc_jewelry_test.txt 139/340] last answer: 'No'
[wdc_jewelry_test.txt 140/340] last answer: 'No'
[wdc_jewelry_test.txt 141/340] last answer: 'Yes'
[wdc_jewelry_test.txt 142/340] last answer: 'No'
[wdc_jewelry_test.txt 143/340] last answer: 'No'
[wdc_jewelry_test.txt 144/340] last answer: 'Yes'
[wdc_jewelry_test.txt 145/340] last answer: 'No'
[wdc_jewelry_test.txt 146/340] last answer: 'Yes'
[wdc_jewelry_test.txt 147/340] last answer: 'No'
[wdc_jewelry_test.txt 148/340] last answer: 'No'
[wdc_jewelry_test.txt 149/340] last answer: 'No'
[wdc_jewelry_test.txt 150/340] last answer: 'No'
[wdc_jewelry_test.txt 151/340] last answer: 'No'
[wdc_jewelry_test.txt 152/340] last answer: 'Yes'
[wdc_jewelry_test.txt 153/340] last answer: 'No'
[wdc_jewelry_test.txt 154/340] last answer: 'No'
[wdc_jewelry_test.txt 155/340] last answer: 'No'
[wdc_jewelry_test.txt 156/340] last answer: 'Yes'
[wdc_jewelry_test.txt 157/340] last answer: 'No'
[wdc_jewelry_test.txt 158/340] last answer: 'No'
[wdc_jewelry_test.txt 159/340] last answer: 'No'
[wdc_jewelry_test.txt 160/340] last answer: 'Yes'
[wdc_jewelry_test.txt 161/340] last answer: 'No'
[wdc_jewelry_test.txt 162/340] last answer: 'No'
[wdc_jewelry_test.txt 163/340] last answer: 'No'
[wdc_jewelry_test.txt 164/340] last answer: 'No'
[wdc_jewelry_test.txt 165/340] last answer: 'No'
[wdc_jewelry_test.txt 166/340] last answer: 'No'
[wdc_jewelry_test.txt 167/340] last answer: 'No'
[wdc_jewelry_test.txt 168/340] last answer: 'Yes'
[wdc_jewelry_test.txt 169/340] last answer: 'No'
[wdc_jewelry_test.txt 170/340] last answer: 'Yes'
[wdc_jewelry_test.txt 171/340] last answer: 'No'
[wdc_jewelry_test.txt 172/340] last answer: 'No'
[wdc_jewelry_test.txt 173/340] last answer: 'No'
[wdc_jewelry_test.txt 174/340] last answer: 'No'
[wdc_jewelry_test.txt 175/340] last answer: 'No'
[wdc_jewelry_test.txt 176/340] last answer: 'No'
[wdc_jewelry_test.txt 177/340] last answer: 'No'
[wdc_jewelry_test.txt 178/340] last answer: 'No'
[wdc_jewelry_test.txt 179/340] last answer: 'No'
[wdc_jewelry_test.txt 180/340] last answer: 'No'
[wdc_jewelry_test.txt 181/340] last answer: 'Yes'
[wdc_jewelry_test.txt 182/340] last answer: 'Yes'
[wdc_jewelry_test.txt 183/340] last answer: 'No'
[wdc_jewelry_test.txt 184/340] last answer: 'No'
[wdc_jewelry_test.txt 185/340] last answer: 'No'
[wdc_jewelry_test.txt 186/340] last answer: 'Yes'
[wdc_jewelry_test.txt 187/340] last answer: 'No'
[wdc_jewelry_test.txt 188/340] last answer: 'No'
[wdc_jewelry_test.txt 189/340] last answer: 'No'
[wdc_jewelry_test.txt 190/340] last answer: 'No'
[wdc_jewelry_test.txt 191/340] last answer: 'No'
[wdc_jewelry_test.txt 192/340] last answer: 'No'
[wdc_jewelry_test.txt 193/340] last answer: 'No'
[wdc_jewelry_test.txt 194/340] last answer: 'No'
[wdc_jewelry_test.txt 195/340] last answer: 'No'
[wdc_jewelry_test.txt 196/340] last answer: 'No'
[wdc_jewelry_test.txt 197/340] last answer: 'No'
[wdc_jewelry_test.txt 198/340] last answer: 'No'
[wdc_jewelry_test.txt 199/340] last answer: 'No'
[wdc_jewelry_test.txt 200/340] last answer: 'No'
[wdc_jewelry_test.txt 201/340] last answer: 'No'
[wdc_jewelry_test.txt 202/340] last answer: 'No'
[wdc_jewelry_test.txt 203/340] last answer: 'No'
[wdc_jewelry_test.txt 204/340] last answer: 'No'
[wdc_jewelry_test.txt 205/340] last answer: 'No'
[wdc_jewelry_test.txt 206/340] last answer: 'No'
[wdc_jewelry_test.txt 207/340] last answer: 'No'
[wdc_jewelry_test.txt 208/340] last answer: 'Yes'
[wdc_jewelry_test.txt 209/340] last answer: 'No'
[wdc_jewelry_test.txt 210/340] last answer: 'No'
[wdc_jewelry_test.txt 211/340] last answer: 'No'
[wdc_jewelry_test.txt 212/340] last answer: 'No'
[wdc_jewelry_test.txt 213/340] last answer: 'No'
[wdc_jewelry_test.txt 214/340] last answer: 'No'
[wdc_jewelry_test.txt 215/340] last answer: 'No'
[wdc_jewelry_test.txt 216/340] last answer: 'No'
[wdc_jewelry_test.txt 217/340] last answer: 'No'
[wdc_jewelry_test.txt 218/340] last answer: 'No'
[wdc_jewelry_test.txt 219/340] last answer: 'No'
[wdc_jewelry_test.txt 220/340] last answer: 'No'
[wdc_jewelry_test.txt 221/340] last answer: 'No'
[wdc_jewelry_test.txt 222/340] last answer: 'No'
[wdc_jewelry_test.txt 223/340] last answer: 'No'
[wdc_jewelry_test.txt 224/340] last answer: 'No'
[wdc_jewelry_test.txt 225/340] last answer: 'No'
[wdc_jewelry_test.txt 226/340] last answer: 'No'
[wdc_jewelry_test.txt 227/340] last answer: 'No'
[wdc_jewelry_test.txt 228/340] last answer: 'No'
[wdc_jewelry_test.txt 229/340] last answer: 'No'
[wdc_jewelry_test.txt 230/340] last answer: 'No'
[wdc_jewelry_test.txt 231/340] last answer: 'No'
[wdc_jewelry_test.txt 232/340] last answer: 'No'
[wdc_jewelry_test.txt 233/340] last answer: 'Yes'
[wdc_jewelry_test.txt 234/340] last answer: 'No'
[wdc_jewelry_test.txt 235/340] last answer: 'No'
[wdc_jewelry_test.txt 236/340] last answer: 'No'
[wdc_jewelry_test.txt 237/340] last answer: 'No'
[wdc_jewelry_test.txt 238/340] last answer: 'No'
[wdc_jewelry_test.txt 239/340] last answer: 'No'
[wdc_jewelry_test.txt 240/340] last answer: 'No'
[wdc_jewelry_test.txt 241/340] last answer: 'No'
[wdc_jewelry_test.txt 242/340] last answer: 'No'
[wdc_jewelry_test.txt 243/340] last answer: 'No'
[wdc_jewelry_test.txt 244/340] last answer: 'Yes'
[wdc_jewelry_test.txt 245/340] last answer: 'No'
[wdc_jewelry_test.txt 246/340] last answer: 'No'
[wdc_jewelry_test.txt 247/340] last answer: 'Yes'
[wdc_jewelry_test.txt 248/340] last answer: 'No'
[wdc_jewelry_test.txt 249/340] last answer: 'No'
[wdc_jewelry_test.txt 250/340] last answer: 'Yes'
[wdc_jewelry_test.txt 251/340] last answer: 'No'
[wdc_jewelry_test.txt 252/340] last answer: 'No'
[wdc_jewelry_test.txt 253/340] last answer: 'No'
[wdc_jewelry_test.txt 254/340] last answer: 'No'
[wdc_jewelry_test.txt 255/340] last answer: 'No'
[wdc_jewelry_test.txt 256/340] last answer: 'Yes'
[wdc_jewelry_test.txt 257/340] last answer: 'No'
[wdc_jewelry_test.txt 258/340] last answer: 'No'
[wdc_jewelry_test.txt 259/340] last answer: 'No'
[wdc_jewelry_test.txt 260/340] last answer: 'No'
[wdc_jewelry_test.txt 261/340] last answer: 'No'
[wdc_jewelry_test.txt 262/340] last answer: 'No'
[wdc_jewelry_test.txt 263/340] last answer: 'No'
[wdc_jewelry_test.txt 264/340] last answer: 'No'
[wdc_jewelry_test.txt 265/340] last answer: 'No'
[wdc_jewelry_test.txt 266/340] last answer: 'No'
[wdc_jewelry_test.txt 267/340] last answer: 'Yes'
[wdc_jewelry_test.txt 268/340] last answer: 'No'
[wdc_jewelry_test.txt 269/340] last answer: 'No'
[wdc_jewelry_test.txt 270/340] last answer: 'No'
[wdc_jewelry_test.txt 271/340] last answer: 'No'
[wdc_jewelry_test.txt 272/340] last answer: 'No'
[wdc_jewelry_test.txt 273/340] last answer: 'No'
[wdc_jewelry_test.txt 274/340] last answer: 'No'
[wdc_jewelry_test.txt 275/340] last answer: 'No'
[wdc_jewelry_test.txt 276/340] last answer: 'No'
[wdc_jewelry_test.txt 277/340] last answer: 'Yes'
[wdc_jewelry_test.txt 278/340] last answer: 'Yes'
[wdc_jewelry_test.txt 279/340] last answer: 'No'
[wdc_jewelry_test.txt 280/340] last answer: 'No'
[wdc_jewelry_test.txt 281/340] last answer: 'No'
[wdc_jewelry_test.txt 282/340] last answer: 'No'
[wdc_jewelry_test.txt 283/340] last answer: 'Yes'
[wdc_jewelry_test.txt 284/340] last answer: 'No'
[wdc_jewelry_test.txt 285/340] last answer: 'No'
[wdc_jewelry_test.txt 286/340] last answer: 'No'
[wdc_jewelry_test.txt 287/340] last answer: 'No'
[wdc_jewelry_test.txt 288/340] last answer: 'No'
[wdc_jewelry_test.txt 289/340] last answer: 'No'
[wdc_jewelry_test.txt 290/340] last answer: 'Yes'
[wdc_jewelry_test.txt 291/340] last answer: 'Yes'
[wdc_jewelry_test.txt 292/340] last answer: 'No'
[wdc_jewelry_test.txt 293/340] last answer: 'No'
[wdc_jewelry_test.txt 294/340] last answer: 'No'
[wdc_jewelry_test.txt 295/340] last answer: 'No'
[wdc_jewelry_test.txt 296/340] last answer: 'No'
[wdc_jewelry_test.txt 297/340] last answer: 'No'
[wdc_jewelry_test.txt 298/340] last answer: 'No'
[wdc_jewelry_test.txt 299/340] last answer: 'No'
[wdc_jewelry_test.txt 300/340] last answer: 'No'
[wdc_jewelry_test.txt 301/340] last answer: 'No'
[wdc_jewelry_test.txt 302/340] last answer: 'No'
[wdc_jewelry_test.txt 303/340] last answer: 'No'
[wdc_jewelry_test.txt 304/340] last answer: 'No'
[wdc_jewelry_test.txt 305/340] last answer: 'No'
[wdc_jewelry_test.txt 306/340] last answer: 'No'
[wdc_jewelry_test.txt 307/340] last answer: 'No'
[wdc_jewelry_test.txt 308/340] last answer: 'No'
[wdc_jewelry_test.txt 309/340] last answer: 'No'
[wdc_jewelry_test.txt 310/340] last answer: 'No'
[wdc_jewelry_test.txt 311/340] last answer: 'No'
[wdc_jewelry_test.txt 312/340] last answer: 'No'
